churn_status,transaction_count,transaction_change_ratio,contact_count_12_monts,churn_risk_segment
Existing Customer,78,0.66,1,Low Risk
Existing Customer,78,0.66,3,Low Risk
Existing Customer,78,0.66,4,Low Risk
Existing Customer,78,0.66,2,Low Risk
Existing Customer,78,0.66,3,Low Risk
Existing Customer,78,0.66,2,Low Risk
Existing Customer,78,0.66,1,Low Risk
Existing Customer,78,0.66,1,Low Risk
Existing Customer,78,0.66,1,Low Risk
Existing Customer,78,0.66,2,Low Risk
Existing Customer,78,0.66,0,Low Risk
Attrited Customer,78,0.66,2,Low Risk
Existing Customer,78,0.66,4,Low Risk
Existing Customer,78,0.66,4,Low Risk
Attrited Customer,78,0.696,5,Low Risk
Existing Customer,78,0.696,2,Low Risk
Existing Customer,78,0.696,3,Low Risk
Existing Customer,78,0.696,2,Low Risk
Existing Customer,78,0.696,3,Low Risk
Existing Customer,78,0.696,3,Low Risk
Existing Customer,78,0.696,2,Low Risk
Existing Customer,78,0.696,3,Low Risk
Existing Customer,78,0.696,3,Low Risk
Existing Customer,78,0.696,1,Low Risk
Existing Customer,78,0.696,1,Low Risk
Existing Customer,78,0.696,1,Low Risk
Existing Customer,78,0.696,4,Low Risk
Existing Customer,78,0.696,3,Low Risk
Existing Customer,78,0.696,3,Low Risk
Existing Customer,78,0.733,2,Low Risk
Existing Customer,78,0.733,2,Low Risk
Existing Customer,78,0.733,4,Low Risk
Existing Customer,78,0.733,3,Low Risk
Existing Customer,78,0.733,3,Low Risk
Existing Customer,78,0.733,4,Low Risk
Existing Customer,78,0.733,1,Low Risk
Existing Customer,78,0.733,1,Low Risk
Existing Customer,78,0.733,1,Low Risk
Existing Customer,78,0.733,3,Low Risk
Existing Customer,78,0.733,2,Low Risk
Existing Customer,78,0.733,3,Low Risk
Existing Customer,78,0.733,2,Low Risk
Existing Customer,78,0.733,2,Low Risk
Existing Customer,78,0.733,3,Low Risk
Existing Customer,78,0.733,2,Low Risk
Existing Customer,78,0.733,3,Low Risk
Existing Customer,78,0.733,0,Low Risk
Attrited Customer,78,0.733,3,Low Risk
Existing Customer,78,0.733,2,Low Risk
Existing Customer,78,0.733,2,Low Risk
Attrited Customer,78,0.773,3,Low Risk
Existing Customer,78,0.773,1,Low Risk
Existing Customer,78,0.773,3,Low Risk
Existing Customer,78,0.773,3,Low Risk
Existing Customer,78,0.773,3,Low Risk
Existing Customer,78,0.773,2,Low Risk
Existing Customer,78,0.773,3,Low Risk
Existing Customer,78,0.773,1,Low Risk
Existing Customer,78,0.773,2,Low Risk
Existing Customer,78,0.773,0,Low Risk
Existing Customer,78,0.773,2,Low Risk
Existing Customer,78,0.773,2,Low Risk
Existing Customer,78,0.773,2,Low Risk
Existing Customer,78,0.773,3,Low Risk
Existing Customer,78,0.814,1,Low Risk
Existing Customer,78,0.814,1,Low Risk
Existing Customer,78,0.814,3,Low Risk
Existing Customer,78,0.814,4,Low Risk
Existing Customer,78,0.814,2,Low Risk
Existing Customer,78,0.814,3,Low Risk
Existing Customer,78,0.814,2,Low Risk
Existing Customer,78,0.814,2,Low Risk
Existing Customer,78,0.814,3,Low Risk
Existing Customer,78,0.814,2,Low Risk
Existing Customer,78,0.814,2,Low Risk
Existing Customer,78,0.814,2,Low Risk
Existing Customer,78,0.814,2,Low Risk
Existing Customer,78,0.814,1,Low Risk
Existing Customer,78,0.814,0,Low Risk
Existing Customer,78,0.814,1,Low Risk
Existing Customer,78,0.814,3,Low Risk
Existing Customer,78,0.814,1,Low Risk
Existing Customer,78,0.814,1,Low Risk
Existing Customer,78,0.814,2,Low Risk
Existing Customer,78,0.857,3,Low Risk
Existing Customer,78,0.857,2,Low Risk
Existing Customer,78,0.857,3,Low Risk
Existing Customer,78,0.857,1,Low Risk
Existing Customer,78,0.857,1,Low Risk
Existing Customer,78,0.857,3,Low Risk
Existing Customer,78,0.857,2,Low Risk
Existing Customer,78,0.857,3,Low Risk
Existing Customer,78,0.857,2,Low Risk
Existing Customer,78,0.857,1,Low Risk
Existing Customer,78,0.857,2,Low Risk
Existing Customer,78,0.857,2,Low Risk
Existing Customer,78,0.857,1,Low Risk
Existing Customer,78,0.857,3,Low Risk
Existing Customer,78,0.857,2,Low Risk
Existing Customer,78,0.857,2,Low Risk
Existing Customer,78,0.857,4,Low Risk
Existing Customer,78,0.857,3,Low Risk
Existing Customer,78,0.857,3,Low Risk
Existing Customer,78,0.857,2,Low Risk
Existing Customer,78,0.857,4,Low Risk
Existing Customer,78,0.857,2,Low Risk
Existing Customer,78,0.902,2,Low Risk
Existing Customer,78,0.902,2,Low Risk
Existing Customer,78,0.902,3,Low Risk
Existing Customer,78,0.902,3,Low Risk
Existing Customer,78,0.902,1,Low Risk
Existing Customer,78,0.902,1,Low Risk
Existing Customer,78,0.902,1,Low Risk
Existing Customer,78,0.902,2,Low Risk
Existing Customer,78,0.902,2,Low Risk
Existing Customer,78,0.902,1,Low Risk
Attrited Customer,78,0.902,3,Low Risk
Attrited Customer,78,0.902,4,Low Risk
Attrited Customer,78,0.95,3,Low Risk
Existing Customer,78,0.95,3,Low Risk
Existing Customer,78,0.95,1,Low Risk
Existing Customer,78,0.95,1,Low Risk
Existing Customer,78,0.95,2,Low Risk
Existing Customer,78,0.95,2,Low Risk
Existing Customer,78,0.95,2,Low Risk
Existing Customer,78,0.95,1,Low Risk
Existing Customer,78,0.95,2,Low Risk
Existing Customer,78,0.95,1,Low Risk
Existing Customer,78,0.95,3,Low Risk
Existing Customer,78,0.95,0,Low Risk
Existing Customer,78,1,4,Low Risk
Existing Customer,78,1,2,Low Risk
Existing Customer,78,1,2,Low Risk
Existing Customer,78,1,2,Low Risk
Existing Customer,78,1.053,1,Low Risk
Existing Customer,78,1.053,3,Low Risk
Existing Customer,78,1.053,1,Low Risk
Existing Customer,78,1.053,1,Low Risk
Existing Customer,78,1.108,2,Low Risk
Existing Customer,78,1.167,3,Low Risk
Existing Customer,78,1.229,3,Low Risk
Attrited Customer,78,1.294,5,Low Risk
Existing Customer,79,0.411,2,Low Risk
Existing Customer,79,0.491,4,Low Risk
Existing Customer,79,0.491,2,Low Risk
Existing Customer,79,0.491,4,Low Risk
Existing Customer,79,0.519,4,Low Risk
Existing Customer,79,0.519,2,Low Risk
Existing Customer,79,0.549,3,Low Risk
Existing Customer,79,0.549,2,Low Risk
Existing Customer,79,0.549,1,Low Risk
Existing Customer,79,0.549,1,Low Risk
Existing Customer,79,0.549,4,Low Risk
Existing Customer,79,0.549,3,Low Risk
Existing Customer,79,0.549,2,Low Risk
Existing Customer,79,0.58,4,Low Risk
Existing Customer,79,0.58,1,Low Risk
Existing Customer,79,0.58,4,Low Risk
Existing Customer,79,0.58,2,Low Risk
Existing Customer,79,0.58,3,Low Risk
Existing Customer,79,0.58,1,Low Risk
Existing Customer,79,0.612,1,Low Risk
Existing Customer,79,0.612,2,Low Risk
Existing Customer,79,0.612,2,Low Risk
Existing Customer,79,0.612,2,Low Risk
Existing Customer,79,0.612,3,Low Risk
Existing Customer,79,0.612,3,Low Risk
Existing Customer,79,0.646,0,Low Risk
Existing Customer,79,0.646,1,Low Risk
Existing Customer,79,0.646,2,Low Risk
Attrited Customer,79,0.646,4,Low Risk
Existing Customer,79,0.646,2,Low Risk
Existing Customer,79,0.646,1,Low Risk
Existing Customer,79,0.646,3,Low Risk
Existing Customer,79,0.646,3,Low Risk
Existing Customer,79,0.646,4,Low Risk
Existing Customer,79,0.646,4,Low Risk
Existing Customer,79,0.646,4,Low Risk
Existing Customer,79,0.646,3,Low Risk
Existing Customer,79,0.646,3,Low Risk
Existing Customer,79,0.646,2,Low Risk
Existing Customer,79,0.681,2,Low Risk
Existing Customer,79,0.681,3,Low Risk
Existing Customer,79,0.681,2,Low Risk
Existing Customer,79,0.681,2,Low Risk
Existing Customer,79,0.681,2,Low Risk
Existing Customer,79,0.681,1,Low Risk
Existing Customer,79,0.681,3,Low Risk
Existing Customer,79,0.681,4,Low Risk
Existing Customer,79,0.681,3,Low Risk
Existing Customer,79,0.681,2,Low Risk
Existing Customer,79,0.681,2,Low Risk
Existing Customer,79,0.681,3,Low Risk
Existing Customer,79,0.681,3,Low Risk
Existing Customer,79,0.717,4,Low Risk
Existing Customer,79,0.717,1,Low Risk
Existing Customer,79,0.717,3,Low Risk
Existing Customer,79,0.717,1,Low Risk
Existing Customer,79,0.717,2,Low Risk
Existing Customer,79,0.717,2,Low Risk
Existing Customer,79,0.717,4,Low Risk
Existing Customer,79,0.717,1,Low Risk
Existing Customer,79,0.717,1,Low Risk
Existing Customer,79,0.717,2,Low Risk
Existing Customer,79,0.717,3,Low Risk
Existing Customer,79,0.717,2,Low Risk
Existing Customer,79,0.717,0,Low Risk
Existing Customer,79,0.717,2,Low Risk
Existing Customer,79,0.717,2,Low Risk
Existing Customer,79,0.717,3,Low Risk
Existing Customer,79,0.717,2,Low Risk
Existing Customer,79,0.756,2,Low Risk
Existing Customer,79,0.756,0,Low Risk
Existing Customer,79,0.756,1,Low Risk
Existing Customer,79,0.756,3,Low Risk
Existing Customer,79,0.756,3,Low Risk
Existing Customer,79,0.756,1,Low Risk
Existing Customer,79,0.756,3,Low Risk
Existing Customer,79,0.756,2,Low Risk
Existing Customer,79,0.756,3,Low Risk
Existing Customer,79,0.756,1,Low Risk
Existing Customer,79,0.756,3,Low Risk
Existing Customer,79,0.756,2,Low Risk
Existing Customer,79,0.756,2,Low Risk
Existing Customer,79,0.756,3,Low Risk
Existing Customer,79,0.756,4,Low Risk
Existing Customer,79,0.756,1,Low Risk
Existing Customer,79,0.756,1,Low Risk
Existing Customer,79,0.756,1,Low Risk
Existing Customer,79,0.756,1,Low Risk
Existing Customer,79,0.756,2,Low Risk
Existing Customer,79,0.756,2,Low Risk
Existing Customer,79,0.756,3,Low Risk
Existing Customer,79,0.756,2,Low Risk
Existing Customer,79,0.795,1,Low Risk
Existing Customer,79,0.795,1,Low Risk
Existing Customer,79,0.795,2,Low Risk
Existing Customer,79,0.795,2,Low Risk
Existing Customer,79,0.795,0,Low Risk
Existing Customer,79,0.795,1,Low Risk
Existing Customer,79,0.795,3,Low Risk
Existing Customer,79,0.795,2,Low Risk
Existing Customer,79,0.795,3,Low Risk
Existing Customer,79,0.795,3,Low Risk
Existing Customer,79,0.795,3,Low Risk
Existing Customer,79,0.795,2,Low Risk
Existing Customer,79,0.795,3,Low Risk
Existing Customer,79,0.795,3,Low Risk
Existing Customer,79,0.795,3,Low Risk
Existing Customer,79,0.795,1,Low Risk
Existing Customer,79,0.795,2,Low Risk
Existing Customer,79,0.795,1,Low Risk
Existing Customer,79,0.795,1,Low Risk
Existing Customer,79,0.795,2,Low Risk
Existing Customer,79,0.795,2,Low Risk
Existing Customer,79,0.795,3,Low Risk
Existing Customer,79,0.795,3,Low Risk
Existing Customer,79,0.795,3,Low Risk
Existing Customer,79,0.837,3,Low Risk
Existing Customer,79,0.837,2,Low Risk
Existing Customer,79,0.837,3,Low Risk
Existing Customer,79,0.837,1,Low Risk
Existing Customer,79,0.837,3,Low Risk
Existing Customer,79,0.837,4,Low Risk
Existing Customer,79,0.837,3,Low Risk
Existing Customer,79,0.837,2,Low Risk
Existing Customer,79,0.837,2,Low Risk
Existing Customer,79,0.837,1,Low Risk
Existing Customer,79,0.837,4,Low Risk
Existing Customer,79,0.837,3,Low Risk
Existing Customer,79,0.837,3,Low Risk
Existing Customer,79,0.837,2,Low Risk
Existing Customer,79,0.837,4,Low Risk
Existing Customer,79,0.837,2,Low Risk
Existing Customer,79,0.837,3,Low Risk
Existing Customer,79,0.837,3,Low Risk
Existing Customer,79,0.837,3,Low Risk
Attrited Customer,79,0.837,3,Low Risk
Attrited Customer,79,0.837,4,Low Risk
Existing Customer,79,0.837,5,Low Risk
Existing Customer,79,0.881,4,Low Risk
Existing Customer,79,0.881,2,Low Risk
Existing Customer,79,0.881,3,Low Risk
Existing Customer,79,0.881,3,Low Risk
Existing Customer,79,0.881,2,Low Risk
Existing Customer,79,0.881,2,Low Risk
Existing Customer,79,0.881,3,Low Risk
Existing Customer,79,0.881,2,Low Risk
Existing Customer,79,0.881,2,Low Risk
Existing Customer,79,0.881,1,Low Risk
Existing Customer,79,0.881,2,Low Risk
Existing Customer,79,0.881,1,Low Risk
Existing Customer,79,0.881,2,Low Risk
Existing Customer,79,0.881,3,Low Risk
Existing Customer,79,0.881,3,Low Risk
Existing Customer,79,0.881,3,Low Risk
Existing Customer,79,0.881,3,Low Risk
Existing Customer,79,0.927,3,Low Risk
Existing Customer,79,0.927,3,Low Risk
Existing Customer,79,0.927,2,Low Risk
Existing Customer,79,0.927,0,Low Risk
Existing Customer,79,0.927,1,Low Risk
Existing Customer,79,0.927,2,Low Risk
Existing Customer,79,0.927,3,Low Risk
Existing Customer,79,0.927,1,Low Risk
Existing Customer,79,0.927,1,Low Risk
Existing Customer,79,0.927,1,Low Risk
Existing Customer,79,0.927,0,Low Risk
Existing Customer,79,0.927,1,Low Risk
Existing Customer,79,0.975,3,Low Risk
Existing Customer,79,0.975,1,Low Risk
Existing Customer,79,0.975,1,Low Risk
Existing Customer,79,0.975,2,Low Risk
Existing Customer,79,0.975,1,Low Risk
Existing Customer,79,0.975,3,Low Risk
Existing Customer,79,0.975,1,Low Risk
Existing Customer,79,0.975,2,Low Risk
Existing Customer,79,0.975,0,Low Risk
Existing Customer,79,0.975,0,Low Risk
Existing Customer,79,1.026,3,Low Risk
Existing Customer,79,1.026,3,Low Risk
Existing Customer,79,1.026,2,Low Risk
Existing Customer,79,1.026,1,Low Risk
Attrited Customer,79,1.026,3,Low Risk
Attrited Customer,79,1.079,6,Low Risk
Existing Customer,79,1.135,1,Low Risk
Existing Customer,80,0.455,3,Low Risk
Existing Customer,80,0.481,3,Low Risk
Existing Customer,80,0.509,1,Low Risk
Existing Customer,80,0.509,1,Low Risk
Existing Customer,80,0.509,4,Low Risk
Existing Customer,80,0.509,4,Low Risk
Existing Customer,80,0.509,4,Low Risk
Existing Customer,80,0.538,3,Low Risk
Existing Customer,80,0.538,1,Low Risk
Existing Customer,80,0.569,1,Low Risk
Existing Customer,80,0.569,4,Low Risk
Existing Customer,80,0.569,1,Low Risk
Existing Customer,80,0.569,2,Low Risk
Existing Customer,80,0.569,4,Low Risk
Existing Customer,80,0.569,3,Low Risk
Existing Customer,80,0.6,3,Low Risk
Existing Customer,80,0.6,4,Low Risk
Existing Customer,80,0.6,4,Low Risk
Existing Customer,80,0.6,0,Low Risk
Existing Customer,80,0.6,2,Low Risk
Existing Customer,80,0.6,1,Low Risk
Existing Customer,80,0.6,2,Low Risk
Existing Customer,80,0.6,3,Low Risk
Existing Customer,80,0.6,2,Low Risk
Existing Customer,80,0.6,4,Low Risk
Existing Customer,80,0.633,3,Low Risk
Existing Customer,80,0.633,2,Low Risk
Existing Customer,80,0.633,2,Low Risk
Existing Customer,80,0.633,1,Low Risk
Existing Customer,80,0.633,2,Low Risk
Existing Customer,80,0.633,0,Low Risk
Existing Customer,80,0.633,4,Low Risk
Existing Customer,80,0.633,1,Low Risk
Existing Customer,80,0.633,0,Low Risk
Existing Customer,80,0.667,0,Low Risk
Existing Customer,80,0.667,2,Low Risk
Existing Customer,80,0.667,1,Low Risk
Existing Customer,80,0.667,3,Low Risk
Existing Customer,80,0.667,3,Low Risk
Existing Customer,80,0.667,2,Low Risk
Existing Customer,80,0.667,3,Low Risk
Existing Customer,80,0.667,3,Low Risk
Existing Customer,80,0.667,1,Low Risk
Existing Customer,80,0.667,1,Low Risk
Existing Customer,80,0.667,3,Low Risk
Existing Customer,80,0.667,1,Low Risk
Existing Customer,80,0.667,1,Low Risk
Existing Customer,80,0.667,2,Low Risk
Existing Customer,80,0.702,3,Low Risk
Existing Customer,80,0.702,3,Low Risk
Existing Customer,80,0.702,3,Low Risk
Existing Customer,80,0.702,3,Low Risk
Existing Customer,80,0.702,2,Low Risk
Existing Customer,80,0.702,3,Low Risk
Existing Customer,80,0.702,3,Low Risk
Existing Customer,80,0.702,1,Low Risk
Existing Customer,80,0.702,2,Low Risk
Existing Customer,80,0.702,4,Low Risk
Existing Customer,80,0.702,4,Low Risk
Existing Customer,80,0.702,4,Low Risk
Existing Customer,80,0.702,3,Low Risk
Existing Customer,80,0.702,3,Low Risk
Existing Customer,80,0.702,0,Low Risk
Existing Customer,80,0.702,4,Low Risk
Existing Customer,80,0.739,4,Low Risk
Existing Customer,80,0.739,4,Low Risk
Existing Customer,80,0.739,3,Low Risk
Existing Customer,80,0.739,3,Low Risk
Existing Customer,80,0.739,1,Low Risk
Existing Customer,80,0.739,3,Low Risk
Existing Customer,80,0.739,4,Low Risk
Existing Customer,80,0.739,1,Low Risk
Existing Customer,80,0.739,1,Low Risk
Existing Customer,80,0.739,1,Low Risk
Existing Customer,80,0.739,1,Low Risk
Existing Customer,80,0.739,2,Low Risk
Existing Customer,80,0.739,3,Low Risk
Existing Customer,80,0.739,1,Low Risk
Existing Customer,80,0.739,1,Low Risk
Existing Customer,80,0.739,1,Low Risk
Existing Customer,80,0.739,1,Low Risk
Existing Customer,80,0.739,3,Low Risk
Existing Customer,80,0.739,2,Low Risk
Existing Customer,80,0.739,1,Low Risk
Existing Customer,80,0.739,2,Low Risk
Existing Customer,80,0.739,3,Low Risk
Attrited Customer,80,0.739,3,Low Risk
Existing Customer,80,0.739,2,Low Risk
Existing Customer,80,0.778,3,Low Risk
Attrited Customer,80,0.778,2,Low Risk
Attrited Customer,80,0.778,6,Low Risk
Existing Customer,80,0.778,2,Low Risk
Existing Customer,80,0.778,1,Low Risk
Existing Customer,80,0.778,2,Low Risk
Existing Customer,80,0.778,3,Low Risk
Existing Customer,80,0.778,2,Low Risk
Existing Customer,80,0.778,1,Low Risk
Existing Customer,80,0.778,2,Low Risk
Existing Customer,80,0.778,3,Low Risk
Existing Customer,80,0.778,3,Low Risk
Existing Customer,80,0.778,2,Low Risk
Existing Customer,80,0.778,3,Low Risk
Existing Customer,80,0.778,1,Low Risk
Existing Customer,80,0.778,3,Low Risk
Existing Customer,80,0.778,3,Low Risk
Existing Customer,80,0.778,0,Low Risk
Existing Customer,80,0.778,3,Low Risk
Existing Customer,80,0.778,3,Low Risk
Existing Customer,80,0.778,2,Low Risk
Existing Customer,80,0.778,2,Low Risk
Existing Customer,80,0.778,3,Low Risk
Existing Customer,80,0.778,2,Low Risk
Existing Customer,80,0.778,2,Low Risk
Existing Customer,80,0.818,4,Low Risk
Existing Customer,80,0.818,2,Low Risk
Existing Customer,80,0.818,2,Low Risk
Existing Customer,80,0.818,3,Low Risk
Existing Customer,80,0.818,2,Low Risk
Existing Customer,80,0.818,3,Low Risk
Existing Customer,80,0.818,2,Low Risk
Existing Customer,80,0.818,2,Low Risk
Existing Customer,80,0.818,3,Low Risk
Existing Customer,80,0.818,1,Low Risk
Existing Customer,80,0.818,1,Low Risk
Existing Customer,80,0.818,1,Low Risk
Existing Customer,80,0.818,2,Low Risk
Existing Customer,80,0.818,3,Low Risk
Existing Customer,80,0.818,3,Low Risk
Existing Customer,80,0.818,3,Low Risk
Existing Customer,80,0.818,2,Low Risk
Existing Customer,80,0.86,4,Low Risk
Existing Customer,80,0.86,1,Low Risk
Existing Customer,80,0.86,3,Low Risk
Existing Customer,80,0.86,1,Low Risk
Attrited Customer,80,0.86,2,Low Risk
Existing Customer,80,0.86,1,Low Risk
Existing Customer,80,0.86,2,Low Risk
Existing Customer,80,0.86,2,Low Risk
Existing Customer,80,0.86,3,Low Risk
Existing Customer,80,0.86,2,Low Risk
Existing Customer,80,0.86,2,Low Risk
Existing Customer,80,0.86,3,Low Risk
Existing Customer,80,0.86,2,Low Risk
Existing Customer,80,0.86,3,Low Risk
Existing Customer,80,0.86,1,Low Risk
Existing Customer,80,0.86,4,Low Risk
Existing Customer,80,0.86,4,Low Risk
Existing Customer,80,0.86,1,Low Risk
Existing Customer,80,0.86,3,Low Risk
Existing Customer,80,0.86,3,Low Risk
Existing Customer,80,0.86,4,Low Risk
Existing Customer,80,0.905,2,Low Risk
Existing Customer,80,0.905,3,Low Risk
Existing Customer,80,0.905,3,Low Risk
Existing Customer,80,0.905,3,Low Risk
Existing Customer,80,0.905,1,Low Risk
Attrited Customer,80,0.905,3,Low Risk
Existing Customer,80,0.905,1,Low Risk
Existing Customer,80,0.905,3,Low Risk
Existing Customer,80,0.905,1,Low Risk
Existing Customer,80,0.951,2,Low Risk
Existing Customer,80,0.951,3,Low Risk
Existing Customer,80,0.951,1,Low Risk
Existing Customer,80,0.951,2,Low Risk
Existing Customer,80,0.951,2,Low Risk
Existing Customer,80,0.951,2,Low Risk
Existing Customer,80,1,3,Low Risk
Existing Customer,80,1,1,Low Risk
Existing Customer,80,1.051,1,Low Risk
Existing Customer,80,1.051,3,Low Risk
Existing Customer,80,1.051,5,Low Risk
Existing Customer,80,1.162,2,Low Risk
Existing Customer,80,1.162,1,Low Risk
Existing Customer,81,0.421,3,Low Risk
Existing Customer,81,0.473,1,Low Risk
Existing Customer,81,0.5,0,Low Risk
Existing Customer,81,0.528,1,Low Risk
Existing Customer,81,0.528,3,Low Risk
Existing Customer,81,0.528,2,Low Risk
Existing Customer,81,0.558,3,Low Risk
Existing Customer,81,0.558,1,Low Risk
Existing Customer,81,0.588,2,Low Risk
Existing Customer,81,0.588,1,Low Risk
Existing Customer,81,0.588,1,Low Risk
Existing Customer,81,0.588,2,Low Risk
Existing Customer,81,0.588,2,Low Risk
Existing Customer,81,0.588,2,Low Risk
Existing Customer,81,0.588,4,Low Risk
Existing Customer,81,0.588,4,Low Risk
Existing Customer,81,0.588,3,Low Risk
Existing Customer,81,0.588,1,Low Risk
Existing Customer,81,0.588,3,Low Risk
Existing Customer,81,0.62,2,Low Risk
Existing Customer,81,0.62,3,Low Risk
Existing Customer,81,0.62,2,Low Risk
Existing Customer,81,0.62,1,Low Risk
Existing Customer,81,0.62,3,Low Risk
Existing Customer,81,0.62,2,Low Risk
Existing Customer,81,0.62,1,Low Risk
Existing Customer,81,0.62,2,Low Risk
Existing Customer,81,0.653,2,Low Risk
Existing Customer,81,0.653,1,Low Risk
Existing Customer,81,0.653,3,Low Risk
Existing Customer,81,0.653,3,Low Risk
Existing Customer,81,0.653,3,Low Risk
Existing Customer,81,0.653,2,Low Risk
Existing Customer,81,0.653,4,Low Risk
Existing Customer,81,0.653,2,Low Risk
Existing Customer,81,0.653,3,Low Risk
Existing Customer,81,0.653,3,Low Risk
Existing Customer,81,0.653,2,Low Risk
Existing Customer,81,0.653,4,Low Risk
Existing Customer,81,0.653,3,Low Risk
Existing Customer,81,0.653,4,Low Risk
Existing Customer,81,0.653,2,Low Risk
Existing Customer,81,0.688,1,Low Risk
Existing Customer,81,0.688,2,Low Risk
Existing Customer,81,0.688,3,Low Risk
Existing Customer,81,0.688,2,Low Risk
Existing Customer,81,0.688,3,Low Risk
Existing Customer,81,0.688,2,Low Risk
Existing Customer,81,0.688,3,Low Risk
Existing Customer,81,0.688,3,Low Risk
Existing Customer,81,0.688,0,Low Risk
Existing Customer,81,0.688,2,Low Risk
Existing Customer,81,0.688,3,Low Risk
Existing Customer,81,0.688,2,Low Risk
Existing Customer,81,0.688,3,Low Risk
Existing Customer,81,0.688,4,Low Risk
Existing Customer,81,0.688,3,Low Risk
Existing Customer,81,0.688,0,Low Risk
Existing Customer,81,0.688,2,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,2,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,2,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,1,Low Risk
Existing Customer,81,0.723,1,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,4,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,0,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,1,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,3,Low Risk
Existing Customer,81,0.723,2,Low Risk
Existing Customer,81,0.761,3,Low Risk
Existing Customer,81,0.761,2,Low Risk
Existing Customer,81,0.761,2,Low Risk
Existing Customer,81,0.761,1,Low Risk
Existing Customer,81,0.761,2,Low Risk
Existing Customer,81,0.761,3,Low Risk
Existing Customer,81,0.761,3,Low Risk
Existing Customer,81,0.761,3,Low Risk
Existing Customer,81,0.761,2,Low Risk
Existing Customer,81,0.761,3,Low Risk
Existing Customer,81,0.761,3,Low Risk
Existing Customer,81,0.761,3,Low Risk
Existing Customer,81,0.761,1,Low Risk
Existing Customer,81,0.761,2,Low Risk
Existing Customer,81,0.761,3,Low Risk
Existing Customer,81,0.761,2,Low Risk
Existing Customer,81,0.761,2,Low Risk
Existing Customer,81,0.761,2,Low Risk
Existing Customer,81,0.761,3,Low Risk
Existing Customer,81,0.761,2,Low Risk
Existing Customer,81,0.761,4,Low Risk
Existing Customer,81,0.761,0,Low Risk
Existing Customer,81,0.761,1,Low Risk
Existing Customer,81,0.8,2,Low Risk
Existing Customer,81,0.8,2,Low Risk
Existing Customer,81,0.8,1,Low Risk
Existing Customer,81,0.8,0,Low Risk
Existing Customer,81,0.8,3,Low Risk
Existing Customer,81,0.8,1,Low Risk
Existing Customer,81,0.8,3,Low Risk
Existing Customer,81,0.8,3,Low Risk
Existing Customer,81,0.8,1,Low Risk
Existing Customer,81,0.8,3,Low Risk
Existing Customer,81,0.8,3,Low Risk
Existing Customer,81,0.8,2,Low Risk
Existing Customer,81,0.8,1,Low Risk
Existing Customer,81,0.8,2,Low Risk
Existing Customer,81,0.8,4,Low Risk
Existing Customer,81,0.8,2,Low Risk
Existing Customer,81,0.8,4,Low Risk
Existing Customer,81,0.8,1,Low Risk
Existing Customer,81,0.8,3,Low Risk
Existing Customer,81,0.8,2,Low Risk
Existing Customer,81,0.8,3,Low Risk
Existing Customer,81,0.8,2,Low Risk
Existing Customer,81,0.8,2,Low Risk
Existing Customer,81,0.8,3,Low Risk
Existing Customer,81,0.8,3,Low Risk
Existing Customer,81,0.841,1,Low Risk
Existing Customer,81,0.841,2,Low Risk
Existing Customer,81,0.841,1,Low Risk
Existing Customer,81,0.841,2,Low Risk
Attrited Customer,81,0.841,1,Low Risk
Existing Customer,81,0.841,4,Low Risk
Existing Customer,81,0.841,4,Low Risk
Existing Customer,81,0.841,2,Low Risk
Existing Customer,81,0.841,1,Low Risk
Existing Customer,81,0.841,2,Low Risk
Existing Customer,81,0.841,1,Low Risk
Existing Customer,81,0.841,4,Low Risk
Existing Customer,81,0.841,2,Low Risk
Existing Customer,81,0.841,2,Low Risk
Existing Customer,81,0.841,2,Low Risk
Existing Customer,81,0.841,3,Low Risk
Existing Customer,81,0.841,2,Low Risk
Existing Customer,81,0.841,2,Low Risk
Existing Customer,81,0.841,2,Low Risk
Existing Customer,81,0.841,1,Low Risk
Existing Customer,81,0.841,2,Low Risk
Existing Customer,81,0.884,3,Low Risk
Existing Customer,81,0.884,3,Low Risk
Existing Customer,81,0.884,1,Low Risk
Existing Customer,81,0.884,3,Low Risk
Existing Customer,81,0.884,2,Low Risk
Existing Customer,81,0.884,2,Low Risk
Existing Customer,81,0.884,1,Low Risk
Existing Customer,81,0.884,2,Low Risk
Existing Customer,81,0.884,2,Low Risk
Existing Customer,81,0.884,2,Low Risk
Existing Customer,81,0.884,3,Low Risk
Existing Customer,81,0.884,1,Low Risk
Existing Customer,81,0.884,2,Low Risk
Existing Customer,81,0.884,2,Low Risk
Existing Customer,81,0.884,2,Low Risk
